"volume","interment id","message"
"11","88944","Has an infant name but is missing last name"
"11","88958","Has an infant name but is missing last name"
"11","88967","Has an infant name but is missing last name"
"11","88986","Has an infant name but is missing last name"
"11","88996","Has an infant name but is missing last name"
"11","88998","Has an infant name but is missing last name"
"11","89007","Has an infant name but is missing last name"
"11","89011","Has an infant name but is missing last name"
"11","89033","Has an infant name but is missing last name"
"11","89099","Has an infant name but is missing last name"
"11","89103","Has an infant name but is missing last name"
"11","89106","Has an infant name but is missing last name"
"11","89112","Has an infant name but is missing last name"
"11","89159","Has an infant name but is missing last name"
"11","89165","Has an infant name but is missing last name"
"11","89192","Has an infant name but is missing last name"
"11","89219","Has an infant name but is missing last name"
"11","89238","Has an infant name but is missing last name"
"11","89325","Unable to parse death date: April 31, 1862"
"11","89330","Unable to parse death date: April 31, 1862"
"11","89332","Unable to parse death date: April 31, 1862"
"11","89333","Unable to parse death date: April 31, 1862"
"11","89335","Unable to parse death date: April 31, 1862"
"11","89336","Unable to parse death date: April 31, 1862"
"11","89339","Unable to parse death date: April 31, 1862"
"11","89340","Unable to parse death date: April 31, 1862"
"11","89351","Has an infant name but is missing last name"
"11","89353","Unable to parse death date: April 31, 1862"
"11","89354","Has an infant name but is missing last name"
"11","89358","Has an infant name but is missing last name"
"11","89368","Unable to parse death date: April 31, 1862"
"11","89370","Unable to parse death date: April 31, 1862"
"11","89409","Has an infant name but is missing last name"
"11","89415","Has an infant name but is missing last name"
"11","89423","Has an infant name but is missing last name"
"11","89445","Has an infant name but is missing last name"
"11","89474","Has an infant name but is missing last name"
"11","89482","Has an infant name but is missing last name"
"11","89503","Has an infant name but is missing last name"
"11","89511","Has an infant name but is missing last name"
"11","89543","Has an infant name but is missing last name"
"11","89569","Has an infant name but is missing last name"
"11","89624","Has an infant name but is missing last name"
"11","89645","Has an infant name but is missing last name"
"11","89646","Has an infant name but is missing last name"
"11","89658","Has an infant name but is missing last name"
"11","89664","Has an infant name but is missing last name"
"11","89703","Has an infant name but is missing last name"
"11","89728","Has an infant name but is missing last name"
"11","89736","Unable to parse death date: April 0, 1862"
"11","89737","Unable to parse death date: April 0, 1862"
"11","89743","Has an infant name but is missing last name"
"11","89763","Unable to parse death date: April 0, 1862"
"11","89764","Unable to parse death date: April 0, 1862"
"11","89772","Unable geocode residence place: 32 White"
"11","89773","Has an infant name but is missing last name"
"11","89784","Unable geocode residence place: 8 Washington"
"11","89788","Unable geocode residence place: Colored Orphan Asylum"
"11","89792","Unable geocode residence place: 80 First"
"11","89805","Has an infant name but is missing last name"
"11","89834","Has an infant name but is missing last name"
"11","89864","Has an infant name but is missing last name"
"11","89885","Has an infant name but is missing last name"
"11","89892","Has an infant name but is missing last name"
"11","89894","Has an infant name but is missing last name"
"11","89909","Has an infant name but is missing last name"
"11","89910","Has an infant name but is missing last name"
"11","89915","Has an infant name but is missing last name"
"11","89916","Has an infant name but is missing last name"
"11","89919","Has an infant name but is missing last name"
"11","89941","Has an infant name but is missing last name"
"11","89962","Has an infant name but is missing last name"
"11","89991","Has an infant name but is missing last name"
"11","90010","Has an infant name but is missing last name"
"11","90041","Unable geocode residence place: Ship Ocean   At Sea"
"11","90057","Has an infant name but is missing last name"
"11","90062","Has an infant name but is missing last name"
"11","90115","Has an infant name but is missing last name"
"11","90122","Has an infant name but is missing last name"
"11","90154","Has an infant name but is missing last name"
"11","90169","Has an infant name but is missing last name"
"11","90170","Has an infant name but is missing last name"
"11","90184","Has an infant name but is missing last name"
"11","90193","Has an infant name but is missing last name"
"11","90206","Unable to parse death date: May 0, 1862"
"11","90210","Has an infant name but is missing last name"
"11","90233","Has an infant name but is missing last name"
"11","90251","Has an infant name but is missing last name"
"11","90293","Has an infant name but is missing last name"
"11","90327","Has an infant name but is missing last name"
"11","90332","Has an infant name but is missing last name"
"11","90333","Has an infant name but is missing last name"
"11","90337","Has an infant name but is missing last name"
"11","90341","Has an infant name but is missing last name"
"11","90368","Has an infant name but is missing last name"
"11","90370","Has an infant name but is missing last name"
"11","90393","Has an infant name but is missing last name"
"11","90398","Has an infant name but is missing last name"
"11","90409","Has an infant name but is missing last name"
"11","90422","Has an infant name but is missing last name"
"11","90430","Has an infant name but is missing last name"
"11","90434","Has an infant name but is missing last name"
"11","90435","Has an infant name but is missing last name"
"11","90450","Has an infant name but is missing last name"
"11","90454","Has an infant name but is missing last name"
"11","90491","Has an infant name but is missing last name"
"11","90499","Has an infant name but is missing last name"
"11","90512","Has an infant name but is missing last name"
"11","90515","Has an infant name but is missing last name"
"11","90516","Has an infant name but is missing last name"
"11","90524","Has an infant name but is missing last name"
"11","90530","Has an infant name but is missing last name"
"11","90540","Has an infant name but is missing last name"
"11","90544","Has an infant name but is missing last name"
"11","90549","Has an infant name but is missing last name"
"11","90566","Has an infant name but is missing last name"
"11","90572","Has an infant name but is missing last name"
"11","90586","Has an infant name but is missing last name"
"11","90612","Unable geocode residence place: South Cawline"
"11","90617","Has an infant name but is missing last name"
"11","90622","Has an infant name but is missing last name"
"11","90624","Has an infant name but is missing last name"
"11","90626","Has an infant name but is missing last name"
"11","90636","Has an infant name but is missing last name"
"11","90652","Has an infant name but is missing last name"
"11","90655","Has an infant name but is missing last name"
"11","90665","Has an infant name but is missing last name"
"11","90667","Has an infant name but is missing last name"
"11","90697","Has an infant name but is missing last name"
"11","90706","Has an infant name but is missing last name"
"11","90712","Has an infant name but is missing last name"
"11","90752","Has an infant name but is missing last name"
"11","90756","Has an infant name but is missing last name"
"11","90762","Has an infant name but is missing last name"
"11","90801","Has an infant name but is missing last name"
"11","90812","Has an infant name but is missing last name"
"11","90852","Unable geocode residence place: 99 Christie New York City New York United States"
"11","90868","Has an infant name but is missing last name"
"11","90881","Has an infant name but is missing last name"
"11","90886","Has an infant name but is missing last name"
"11","90912","Has an infant name but is missing last name"
"11","90918","Has an infant name but is missing last name"
"11","90921","Has an infant name but is missing last name"
"11","90945","Has an infant name but is missing last name"
"11","90954","Unable geocode residence place: 3 Hampden Brooklyn New York United States"
"11","91035","Has an infant name but is missing last name"
"11","91090","Has an infant name but is missing last name"
"11","91116","Has an infant name but is missing last name"
"11","91131","Has an infant name but is missing last name"
"11","91158","Has an infant name but is missing last name"
"11","91162","Has an infant name but is missing last name"
"11","91173","Has an infant name but is missing last name"
"11","91187","Has an infant name but is missing last name"
"11","91216","Has an infant name but is missing last name"
"11","91234","Has an infant name but is missing last name"
"11","91257","Has an infant name but is missing last name"
"11","91265","Has an age greater than 120 years: 741"
"11","91301","Has an infant name but is missing last name"
"11","91305","Has an infant name but is missing last name"
"11","91394","Has an infant name but is missing last name"
"11","91395","Unable to parse interment date: August 0, 1862"
"11","91396","Unable to parse interment date: August 0, 1862"
"11","91397","Unable to parse interment date: August 0, 1862"
"11","91398","Unable to parse interment date: August 0, 1862"
"11","91399","Unable to parse interment date: August 0, 1862"
"11","91400","Unable to parse interment date: August 0, 1862"
"11","91401","Unable to parse interment date: August 0, 1862"
"11","91402","Unable to parse interment date: August 0, 1862"
"11","91403","Unable to parse interment date: August 0, 1862"
"11","91404","Unable to parse interment date: August 0, 1862"
"11","91405","Unable to parse interment date: August 0, 1862"
"11","91406","Unable to parse interment date: August 0, 1862"
"11","91407","Unable to parse interment date: August 0, 1862"
"11","91408","Unable to parse interment date: August 0, 1862"
"11","91409","Unable to parse interment date: August 0, 1862"
"11","91410","Unable to parse interment date: August 0, 1862"
"11","91411","Unable to parse interment date: August 0, 1862"
"11","91415","Has an infant name but is missing last name"
"11","91432","Unable geocode residence place: 63 Columbia New York City New York United States"
"11","91456","Has an infant name but is missing last name"
"11","91469","Has an infant name but is missing last name"
"11","91470","Has an infant name but is missing last name"
"11","91529","Has an infant name but is missing last name"
"11","91554","Has an infant name but is missing last name"
"11","91622","Has an infant name but is missing last name"
"11","91630","Has an infant name but is missing last name"
"11","91636","Has an infant name but is missing last name"
"11","91660","Has an infant name but is missing last name"
"11","91676","Has an infant name but is missing last name"
"11","91702","Has an infant name but is missing last name"
"11","91703","Has an infant name but is missing last name"
"11","91730","Has an infant name but is missing last name"
"11","91735","Has an infant name but is missing last name"
"11","91806","Has an infant name but is missing last name"
"11","91808","Has an infant name but is missing last name"
"11","91824","Has an infant name but is missing last name"
"11","91846","Has an infant name but is missing last name"
"11","91866","Has an infant name but is missing last name"
"11","91876","Has an infant name but is missing last name"
"11","91926","Has an infant name but is missing last name"
"11","91933","Has an infant name but is missing last name"
"11","91963","Has an infant name but is missing last name"
"11","91983","Has an infant name but is missing last name"
"11","92021","Has an infant name but is missing last name"
"11","92034","Has an infant name but is missing last name"
"11","92040","Has an infant name but is missing last name"
"11","92068","Has an infant name but is missing last name"
"11","92084","Has an infant name but is missing last name"
"11","92187","Has an infant name but is missing last name"
"11","92189","Has an infant name but is missing last name"
"11","92225","Has an infant name but is missing last name"
"11","92226","Unable geocode death place: Newton Cann"
"11","92232","Has an infant name but is missing last name"
"11","92259","Has an infant name but is missing last name"
"11","92268","Has an infant name but is missing last name"
"11","92269","Has an infant name but is missing last name"
"11","92326","Has an infant name but is missing last name"
"11","92331","Has an infant name but is missing last name"
"11","92343","Has an infant name but is missing last name"
"11","92344","Has an infant name but is missing last name"
"11","92354","Has an infant name but is missing last name"
"11","92355","Has an infant name but is missing last name"
"11","92356","Has an infant name but is missing last name"
"11","92374","Has an infant name but is missing last name"
"11","92379","Has an infant name but is missing last name"
"11","92429","Has an infant name but is missing last name"
"11","92431","Has an infant name but is missing last name"
"11","92432","Has an infant name but is missing last name"
"11","92439","Has an infant name but is missing last name"
"11","92441","Has an infant name but is missing last name"
"11","92468","Has an infant name but is missing last name"
"11","92479","Has an infant name but is missing last name"
"11","92503","Has an infant name but is missing last name"
"11","92528","Has an infant name but is missing last name"
"11","92535","Unable geocode residence place: 73 Cranberry Bn"
"11","92549","Has an infant name but is missing last name"
"11","92591","Has an infant name but is missing last name"
"11","92603","Has an infant name but is missing last name"
"11","92619","Has an infant name but is missing last name"
"11","92636","Has an infant name but is missing last name"
"11","92655","Has an infant name but is missing last name"
"11","92667","Has an infant name but is missing last name"
"11","92669","Has an infant name but is missing last name"
"11","92702","Has an infant name but is missing last name"
"11","92720","Has an infant name but is missing last name"
"11","92726","Has an infant name but is missing last name"
"11","92750","Has an infant name but is missing last name"
"11","92754","Has an infant name but is missing last name"
"11","92771","Has an infant name but is missing last name"
"11","92787","Has an infant name but is missing last name"
"11","92823","Has an infant name but is missing last name"
"11","92825","Has an infant name but is missing last name"
"11","92832","Unable geocode death place: Connectient"
"11","92833","Has an infant name but is missing last name"
"11","92835","Has an infant name but is missing last name"
"11","92847","Has an infant name but is missing last name"
"11","92861","Unable geocode birth place: Teveden  United States"
"11","92899","Has an infant name but is missing last name"
"11","92904","Has an infant name but is missing last name"
"11","92921","Unable to parse death date: October 0, 1862"
"11","92957","Has an infant name but is missing last name"
"11","92959","Has an infant name but is missing last name"
"11","92970","Has an infant name but is missing last name"
"11","92974","Has an infant name but is missing last name"
"11","92976","Has an infant name but is missing last name"
"11","92977","Has an infant name but is missing last name"
"11","92994","Has an infant name but is missing last name"
"11","93028","Has an infant name but is missing last name"
"11","93036","Has an infant name but is missing last name"
"11","93045","Has an infant name but is missing last name"
"11","93046","Has an infant name but is missing last name"
"11","93053","Has an infant name but is missing last name"
"11","93079","Has an infant name but is missing last name"
"11","93085","Unable geocode residence place: 107 E B Way New York City New York United States"
"11","93094","Has an infant name but is missing last name"
"11","93098","Has an infant name but is missing last name"
"11","93115","Has an infant name but is missing last name"
"11","93176","Has an infant name but is missing last name"
"11","93178","Has an infant name but is missing last name"
"11","93184","Unable geocode death place: Sponirwood Ni"
"11","93201","Has an infant name but is missing last name"
"11","93208","Has an infant name but is missing last name"
"11","93210","Has an infant name but is missing last name"
"11","93211","Has an infant name but is missing last name"
"11","93229","Unable to parse interment date: November 31, 1862"
"11","93230","Unable to parse interment date: November 31, 1862"
"11","93231","Unable to parse interment date: November 31, 1862"
"11","93232","Unable to parse interment date: November 31, 1862"
"11","93233","Unable to parse interment date: November 31, 1862"
"11","93234","Unable to parse interment date: November 31, 1862"
"11","93235","Unable to parse interment date: November 31, 1862"
"11","93236","Unable to parse interment date: November 31, 1862"
"11","93237","Unable to parse interment date: November 31, 1862"
"11","93240","Has an infant name but is missing last name"
"11","93247","Unable to parse death date: November 31, 1862"
"11","93248","Unable to parse death date: November 31, 1862"
"11","93249","Unable to parse death date: November 31, 1862"
"11","93251","Unable to parse death date: November 31, 1862"
"11","93274","Unable geocode death place: Capsackie"
"11","93297","Has an infant name but is missing last name"
"11","93309","Has an infant name but is missing last name"
"11","93322","Has an infant name but is missing last name"
"11","93345","Has an infant name but is missing last name"
"11","93360","Unable geocode death place: Hackward Ni"
"11","93371","Has an infant name but is missing last name"
"11","93394","Has an infant name but is missing last name"
"11","93395","Has an infant name but is missing last name"
"11","93403","Has an infant name but is missing last name"
"11","93405","Has an infant name but is missing last name"
"11","93430","Has an infant name but is missing last name"
"11","93458","Has an infant name but is missing last name"
"11","93476","Has an infant name but is missing last name"
"11","93479","Has an infant name but is missing last name"
"11","93484","Unable geocode death place: Clavia"
"11","93498","Has an infant name but is missing last name"
"11","93521","Has an infant name but is missing last name"
"11","93532","Has an infant name but is missing last name"
"11","93538","Has an infant name but is missing last name"
"11","93574","Has an infant name but is missing last name"
"11","93595","Has an infant name but is missing last name"
"11","93603","Has an infant name but is missing last name"
"11","93610","Unable to parse death date: November 0, 1862"
"11","93611","Has an infant name but is missing last name"
"11","93616","Has an infant name but is missing last name"
"11","93617","Has an infant name but is missing last name"
"11","93628","Has an infant name but is missing last name"
"11","93636","Unable to parse death date: July 0, 1862"
"11","93638","Has an infant name but is missing last name"
"11","93646","Has an infant name but is missing last name"
"11","93648","Has an infant name but is missing last name"
"11","93672","Has an infant name but is missing last name"
"11","93674","Has an infant name but is missing last name"
"11","93675","Has an infant name but is missing last name"
"11","93682","Has an infant name but is missing last name"
"11","93689","Has an infant name but is missing last name"
"11","93707","Has an infant name but is missing last name"
"11","93710","Has an infant name but is missing last name"
"11","93715","Has an infant name but is missing last name"
"11","93735","Has an infant name but is missing last name"
"11","93749","Has an infant name but is missing last name"
"11","93761","Has an infant name but is missing last name"
"11","93777","Has an infant name but is missing last name"
"11","93778","Has an infant name but is missing last name"
"11","93783","Has an infant name but is missing last name"
"11","93790","Has an infant name but is missing last name"
"11","93797","Has an infant name but is missing last name"
"11","93801","Unable geocode death place: Contill"
"11","93809","Has an infant name but is missing last name"
"11","93860","Has an infant name but is missing last name"
"11","93916","Has an infant name but is missing last name"
"11","93978","Has an infant name but is missing last name"
"11","94020","Has an infant name but is missing last name"
"11","94021","Has an infant name but is missing last name"
"11","94053","Has an infant name but is missing last name"
"11","94063","Has an infant name but is missing last name"
"11","94075","Has an infant name but is missing last name"
"11","94089","Has an infant name but is missing last name"
"11","94099","Has an infant name but is missing last name"
"11","94109","Has an infant name but is missing last name"
"11","94153","Has an infant name but is missing last name"
"11","94155","Has an infant name but is missing last name"
"11","94163","Has an infant name but is missing last name"
"11","94166","Has an infant name but is missing last name"
"11","94179","Has an infant name but is missing last name"
"11","94180","Has an infant name but is missing last name"
"11","94181","Has an infant name but is missing last name"
"11","94211","Has an infant name but is missing last name"
"11","94221","Has an infant name but is missing last name"
"11","94228","Has an infant name but is missing last name"
"11","94236","Has an infant name but is missing last name"
"11","94242","Has an infant name but is missing last name"
"11","94260","Has an infant name but is missing last name"
"11","94264","Has an infant name but is missing last name"
"11","94336","Has an infant name but is missing last name"
"11","94376","Has an infant name but is missing last name"
